,time
1499,2014-02-08
1500,2014-02-09
1501,2014-02-10
1502,2014-02-11
1503,2014-02-12
1504,2014-02-13
1505,2014-02-14
1506,2014-02-15
1507,2014-02-16
1508,2014-02-17
1509,2014-02-18
1510,2014-02-19
1511,2014-02-20
1512,2014-02-21
1513,2014-02-22
1514,2014-02-23
1515,2014-02-24
1516,2014-02-25
1517,2014-02-26
1518,2014-02-27
1519,2014-02-28
1520,2014-03-01
1521,2014-03-02
1522,2014-03-03
1523,2014-03-04
1524,2014-03-05
1525,2014-03-06
1526,2014-03-07
1527,2014-03-08
1528,2014-03-09
1529,2014-03-10
1530,2014-03-11
1531,2014-03-12
1532,2014-03-13
1533,2014-03-14
1534,2014-03-15
1535,2014-03-16
1536,2014-03-17
1537,2014-03-18
1538,2014-03-19
1539,2014-03-20
1540,2014-03-21
1541,2014-03-22
1542,2014-03-23
1543,2014-03-24
1544,2014-03-25
1545,2014-03-26
1546,2014-03-27
1547,2014-03-28
1548,2014-03-29
1549,2014-03-30
1550,2014-03-31
1551,2014-04-01
1552,2014-04-02
1553,2014-04-03
1554,2014-04-04
1555,2014-04-05
1556,2014-04-06
1557,2014-04-07
1558,2014-04-08
1559,2014-04-09
1560,2014-04-10
1561,2014-04-11
1562,2014-04-12
1563,2014-04-13
1564,2014-04-14
1565,2014-04-15
1566,2014-04-16
1567,2014-04-17
1568,2014-04-18
1569,2014-04-19
1570,2014-04-20
1571,2014-04-21
1572,2014-04-22
1573,2014-04-23
1574,2014-04-24
1575,2014-04-25
1576,2014-04-26
1577,2014-04-27
1578,2014-04-28
1579,2014-04-29
1580,2014-04-30
1581,2014-05-01
1582,2014-05-02
1583,2014-05-03
1584,2014-05-04
1585,2014-05-05
1586,2014-05-06
1587,2014-05-07
1588,2014-05-08
1589,2014-05-09
1590,2014-05-10
1591,2014-05-11
1592,2014-05-12
1593,2014-05-13
1594,2014-05-14
1595,2014-05-15
1596,2014-05-16
1597,2014-05-17
1598,2014-05-18
1599,2014-05-19
1600,2014-05-20
1601,2014-05-21
1602,2014-05-22
1603,2014-05-23
1604,2014-05-24
1605,2014-05-25
1606,2014-05-26
1607,2014-05-27
1608,2014-05-28
1609,2014-05-29
1610,2014-05-30
1611,2014-05-31
1612,2014-06-01
1613,2014-06-02
1614,2014-06-03
1615,2014-06-04
1616,2014-06-05
1617,2014-06-06
1618,2014-06-07
1619,2014-06-08
1620,2014-06-09
1621,2014-06-10
1622,2014-06-11
1623,2014-06-12
1624,2014-06-13
1625,2014-06-14
1626,2014-06-15
1627,2014-06-16
1628,2014-06-17
1629,2014-06-18
1630,2014-06-19
1631,2014-06-20
1632,2014-06-21
1633,2014-06-22
1634,2014-06-23
1635,2014-06-24
1636,2014-06-25
1637,2014-06-26
1638,2014-06-27
1639,2014-06-28
1640,2014-06-29
1641,2014-06-30
1642,2014-07-01
1643,2014-07-02
1644,2014-07-03
1645,2014-07-04
1646,2014-07-05
1647,2014-07-06
1648,2014-07-07
1649,2014-07-08
1650,2014-07-09
1651,2014-07-10
1652,2014-07-11
1653,2014-07-12
1654,2014-07-13
1655,2014-07-14
1656,2014-07-15
1657,2014-07-16
1658,2014-07-17
1659,2014-07-18
1660,2014-07-19
1661,2014-07-20
1662,2014-07-21
1663,2014-07-22
1664,2014-07-23
1665,2014-07-24
1666,2014-07-25
1667,2014-07-26
1668,2014-07-27
1669,2014-07-28
1670,2014-07-29
1671,2014-07-30
1672,2014-07-31
1673,2014-08-01
1674,2014-08-02
1675,2014-08-03
1676,2014-08-04
1677,2014-08-05
1678,2014-08-06
1679,2014-08-07
1680,2014-08-08
1681,2014-08-09
1682,2014-08-10
1683,2014-08-11
1684,2014-08-12
1685,2014-08-13
1686,2014-08-14
1687,2014-08-15
1688,2014-08-16
1689,2014-08-17
1690,2014-08-18
1691,2014-08-19
1692,2014-08-20
1693,2014-08-21
1694,2014-08-22
1695,2014-08-23
1696,2014-08-24
1697,2014-08-25
1698,2014-08-26
1699,2014-08-27
1700,2014-08-28
1701,2014-08-29
1702,2014-08-30
1703,2014-08-31
1704,2014-09-01
1705,2014-09-02
1706,2014-09-03
1707,2014-09-04
1708,2014-09-05
1709,2014-09-06
1710,2014-09-07
1711,2014-09-08
1712,2014-09-09
1713,2014-09-10
1714,2014-09-11
1715,2014-09-12
1716,2014-09-13
1717,2014-09-14
1718,2014-09-15
1719,2014-09-16
1720,2014-09-17
1721,2014-09-18
1722,2014-09-19
1723,2014-09-20
1724,2014-09-21
1725,2014-09-22
1726,2014-09-23
1727,2014-09-24
1728,2014-09-25
1729,2014-09-26
1730,2014-09-27
1731,2014-09-28
1732,2014-09-29
1733,2014-09-30
1734,2014-10-01
1735,2014-10-02
1736,2014-10-03
1737,2014-10-04
1738,2014-10-05
1739,2014-10-06
1740,2014-10-07
1741,2014-10-08
1742,2014-10-09
1743,2014-10-10
1744,2014-10-11
1745,2014-10-12
1746,2014-10-13
1747,2014-10-14
1748,2014-10-15
1749,2014-10-16
1750,2014-10-17
1751,2014-10-18
1752,2014-10-19
1753,2014-10-20
1754,2014-10-21
1755,2014-10-22
1756,2014-10-23
1757,2014-10-24
1758,2014-10-25
1759,2014-10-26
1760,2014-10-27
1761,2014-10-28
1762,2014-10-29
1763,2014-10-30
1764,2014-10-31
1765,2014-11-01
1766,2014-11-02
1767,2014-11-03
1768,2014-11-04
1769,2014-11-05
1770,2014-11-06
1771,2014-11-07
1772,2014-11-08
1773,2014-11-09
1774,2014-11-10
1775,2014-11-11
1776,2014-11-12
1777,2014-11-13
1778,2014-11-14
1779,2014-11-15
1780,2014-11-16
1781,2014-11-17
1782,2014-11-18
1783,2014-11-19
1784,2014-11-20
1785,2014-11-21
1786,2014-11-22
1787,2014-11-23
1788,2014-11-24
1789,2014-11-25
1790,2014-11-26
1791,2014-11-27
1792,2014-11-28
1793,2014-11-29
1794,2014-11-30
1795,2014-12-01
1796,2014-12-02
1797,2014-12-03
1798,2014-12-04
1799,2014-12-05
1800,2014-12-06
1801,2014-12-07
1802,2014-12-08
1803,2014-12-09
1804,2014-12-10
1805,2014-12-11
1806,2014-12-12
1807,2014-12-13
1808,2014-12-14
1809,2014-12-15
1810,2014-12-16
1811,2014-12-17
1812,2014-12-18
1813,2014-12-19
1814,2014-12-20
1815,2014-12-21
1816,2014-12-22
1817,2014-12-23
1818,2014-12-24
1819,2014-12-25
1820,2014-12-26
1821,2014-12-27
1822,2014-12-28
1823,2014-12-29
1824,2014-12-30
1825,2014-12-31
1826,2015-01-01
1827,2015-01-02
1828,2015-01-03
1829,2015-01-04
1830,2015-01-05
1831,2015-01-06
1832,2015-01-07
1833,2015-01-08
1834,2015-01-09
1835,2015-01-10
1836,2015-01-11
1837,2015-01-12
1838,2015-01-13
1839,2015-01-14
1840,2015-01-15
1841,2015-01-16
1842,2015-01-17
1843,2015-01-18
1844,2015-01-19
1845,2015-01-20
1846,2015-01-21
1847,2015-01-22
1848,2015-01-23
1849,2015-01-24
1850,2015-01-25
1851,2015-01-26
1852,2015-01-27
1853,2015-01-28
1854,2015-01-29
1855,2015-01-30
1856,2015-01-31
1857,2015-02-01
1858,2015-02-02
1859,2015-02-03
1860,2015-02-04
1861,2015-02-05
1862,2015-02-06
1863,2015-02-07
1864,2015-02-08
1865,2015-02-09
1866,2015-02-10
1867,2015-02-11
1868,2015-02-12
1869,2015-02-13
1870,2015-02-14
1871,2015-02-15
1872,2015-02-16
1873,2015-02-17
1874,2015-02-18
1875,2015-02-19
1876,2015-02-20
1877,2015-02-21
1878,2015-02-22
1879,2015-02-23
1880,2015-02-24
1881,2015-02-25
1882,2015-02-26
1883,2015-02-27
1884,2015-02-28
1885,2015-03-01
1886,2015-03-02
1887,2015-03-03
1888,2015-03-04
1889,2015-03-05
1890,2015-03-06
1891,2015-03-07
1892,2015-03-08
1893,2015-03-09
1894,2015-03-10
1895,2015-03-11
1896,2015-03-12
1897,2015-03-13
1898,2015-03-14
1899,2015-03-15
1900,2015-03-16
1901,2015-03-17
1902,2015-03-18
1903,2015-03-19
1904,2015-03-20
1905,2015-03-21
1906,2015-03-22
1907,2015-03-23
1908,2015-03-24
1909,2015-03-25
1910,2015-03-26
1911,2015-03-27
1912,2015-03-28
1913,2015-03-29
1914,2015-03-30
1915,2015-03-31
1916,2015-04-01
1917,2015-04-02
1918,2015-04-03
1919,2015-04-04
1920,2015-04-05
1921,2015-04-06
1922,2015-04-07
1923,2015-04-08
1924,2015-04-09
1925,2015-04-10
1926,2015-04-11
1927,2015-04-12
1928,2015-04-13
1929,2015-04-14
1930,2015-04-15
1931,2015-04-16
1932,2015-04-17
1933,2015-04-18
1934,2015-04-19
1935,2015-04-20
1936,2015-04-21
1937,2015-04-22
1938,2015-04-23
1939,2015-04-24
1940,2015-04-25
1941,2015-04-26
1942,2015-04-27
1943,2015-04-28
1944,2015-04-29
1945,2015-04-30
1946,2015-05-01
1947,2015-05-02
1948,2015-05-03
1949,2015-05-04
1950,2015-05-05
1951,2015-05-06
1952,2015-05-07
1953,2015-05-08
1954,2015-05-09
1955,2015-05-10
1956,2015-05-11
1957,2015-05-12
1958,2015-05-13
1959,2015-05-14
1960,2015-05-15
1961,2015-05-16
1962,2015-05-17
1963,2015-05-18
1964,2015-05-19
1965,2015-05-20
1966,2015-05-21
1967,2015-05-22
1968,2015-05-23
1969,2015-05-24
1970,2015-05-25
1971,2015-05-26
1972,2015-05-27
1973,2015-05-28
1974,2015-05-29
1975,2015-05-30
1976,2015-05-31
1977,2015-06-01
1978,2015-06-02
1979,2015-06-03
1980,2015-06-04
1981,2015-06-05
1982,2015-06-06
1983,2015-06-07
1984,2015-06-08
1985,2015-06-09
1986,2015-06-10
1987,2015-06-11
1988,2015-06-12
1989,2015-06-13
1990,2015-06-14
1991,2015-06-15
1992,2015-06-16
1993,2015-06-17
1994,2015-06-18
1995,2015-06-19
1996,2015-06-20
1997,2015-06-21
1998,2015-06-22
1999,2015-06-23
2000,2015-06-24
2001,2015-06-25
2002,2015-06-26
2003,2015-06-27
2004,2015-06-28
2005,2015-06-29
2006,2015-06-30
2007,2015-07-01
2008,2015-07-02
2009,2015-07-03
2010,2015-07-04
2011,2015-07-05
2012,2015-07-06
2013,2015-07-07
2014,2015-07-08
2015,2015-07-09
2016,2015-07-10
2017,2015-07-11
2018,2015-07-12
2019,2015-07-13
2020,2015-07-14
2021,2015-07-15
2022,2015-07-16
2023,2015-07-17
2024,2015-07-18
2025,2015-07-19
2026,2015-07-20
2027,2015-07-21
2028,2015-07-22
2029,2015-07-23
2030,2015-07-24
2031,2015-07-25
2032,2015-07-26
2033,2015-07-27
2034,2015-07-28
2035,2015-07-29
2036,2015-07-30
2037,2015-07-31
2038,2015-08-01
2039,2015-08-02
2040,2015-08-03
2041,2015-08-04
2042,2015-08-05
2043,2015-08-06
2044,2015-08-07
2045,2015-08-08
2046,2015-08-09
2047,2015-08-10
2048,2015-08-11
2049,2015-08-12
2050,2015-08-13
2051,2015-08-14
2052,2015-08-15
2053,2015-08-16
2054,2015-08-17
2055,2015-08-18
2056,2015-08-19
2057,2015-08-20
2058,2015-08-21
2059,2015-08-22
2060,2015-08-23
2061,2015-08-24
2062,2015-08-25
2063,2015-08-26
2064,2015-08-27
2065,2015-08-28
2066,2015-08-29
2067,2015-08-30
2068,2015-08-31
2069,2015-09-01
2070,2015-09-02
2071,2015-09-03
2072,2015-09-04
2073,2015-09-05
2074,2015-09-06
2075,2015-09-07
2076,2015-09-08
2077,2015-09-09
2078,2015-09-10
2079,2015-09-11
2080,2015-09-12
2081,2015-09-13
2082,2015-09-14
2083,2015-09-15
2084,2015-09-16
2085,2015-09-17
2086,2015-09-18
2087,2015-09-19
2088,2015-09-20
2089,2015-09-21
2090,2015-09-22
2091,2015-09-23
2092,2015-09-24
2093,2015-09-25
2094,2015-09-26
2095,2015-09-27
2096,2015-09-28
2097,2015-09-29
2098,2015-09-30
2099,2015-10-01
2100,2015-10-02
2101,2015-10-03
2102,2015-10-04
2103,2015-10-05
2104,2015-10-06
2105,2015-10-07
2106,2015-10-08
2107,2015-10-09
2108,2015-10-10
2109,2015-10-11
2110,2015-10-12
2111,2015-10-13
2112,2015-10-14
2113,2015-10-15
2114,2015-10-16
2115,2015-10-17
2116,2015-10-18
2117,2015-10-19
2118,2015-10-20
2119,2015-10-21
2120,2015-10-22
2121,2015-10-23
2122,2015-10-24
2123,2015-10-25
2124,2015-10-26
2125,2015-10-27
2126,2015-10-28
2127,2015-10-29
2128,2015-10-30
2129,2015-10-31
2130,2015-11-01
2131,2015-11-02
2132,2015-11-03
2133,2015-11-04
2134,2015-11-05
2135,2015-11-06
2136,2015-11-07
2137,2015-11-08
2138,2015-11-09
2139,2015-11-10
2140,2015-11-11
2141,2015-11-12
2142,2015-11-13
2143,2015-11-14
2144,2015-11-15
2145,2015-11-16
2146,2015-11-17
2147,2015-11-18
2148,2015-11-19
2149,2015-11-20
2150,2015-11-21
2151,2015-11-22
2152,2015-11-23
2153,2015-11-24
2154,2015-11-25
2155,2015-11-26
2156,2015-11-27
2157,2015-11-28
2158,2015-11-29
2159,2015-11-30
2160,2015-12-01
2161,2015-12-02
2162,2015-12-03
2163,2015-12-04
2164,2015-12-05
2165,2015-12-06
2166,2015-12-07
2167,2015-12-08
2168,2015-12-09
2169,2015-12-10
2170,2015-12-11
2171,2015-12-12
2172,2015-12-13
2173,2015-12-14
2174,2015-12-15
2175,2015-12-16
2176,2015-12-17
2177,2015-12-18
2178,2015-12-19
2179,2015-12-20
2180,2015-12-21
2181,2015-12-22
2182,2015-12-23
2183,2015-12-24
2184,2015-12-25
2185,2015-12-26
2186,2015-12-27
2187,2015-12-28
2188,2015-12-29
2189,2015-12-30
2190,2015-12-31
2191,2016-01-01
2192,2016-01-02
2193,2016-01-03
2194,2016-01-04
2195,2016-01-05
2196,2016-01-06
2197,2016-01-07
2198,2016-01-08
2199,2016-01-09
2200,2016-01-10
2201,2016-01-11
2202,2016-01-12
2203,2016-01-13
2204,2016-01-14
2205,2016-01-15
2206,2016-01-16
2207,2016-01-17
2208,2016-01-18
2209,2016-01-19
2210,2016-01-20
2211,2016-01-21
2212,2016-01-22
2213,2016-01-23
2214,2016-01-24
2215,2016-01-25
2216,2016-01-26
2217,2016-01-27
2218,2016-01-28
2219,2016-01-29
2220,2016-01-30
2221,2016-01-31
2222,2016-02-01
2223,2016-02-02
2224,2016-02-03
2225,2016-02-04
2226,2016-02-05
2227,2016-02-06
2228,2016-02-07
2229,2016-02-08
2230,2016-02-09
2231,2016-02-10
2232,2016-02-11
2233,2016-02-12
2234,2016-02-13
2235,2016-02-14
2236,2016-02-15
2237,2016-02-16
2238,2016-02-17
2239,2016-02-18
2240,2016-02-19
2241,2016-02-20
2242,2016-02-21
2243,2016-02-22
2244,2016-02-23
2245,2016-02-24
2246,2016-02-25
2247,2016-02-26
2248,2016-02-27
2249,2016-02-28
2250,2016-02-29
2251,2016-03-01
2252,2016-03-02
2253,2016-03-03
2254,2016-03-04
2255,2016-03-05
2256,2016-03-06
2257,2016-03-07
2258,2016-03-08
2259,2016-03-09
2260,2016-03-10
2261,2016-03-11
2262,2016-03-12
2263,2016-03-13
2264,2016-03-14
2265,2016-03-15
2266,2016-03-16
2267,2016-03-17
2268,2016-03-18
2269,2016-03-19
2270,2016-03-20
2271,2016-03-21
2272,2016-03-22
2273,2016-03-23
2274,2016-03-24
2275,2016-03-25
2276,2016-03-26
2277,2016-03-27
2278,2016-03-28
2279,2016-03-29
2280,2016-03-30
2281,2016-03-31
2282,2016-04-01
2283,2016-04-02
2284,2016-04-03
2285,2016-04-04
2286,2016-04-05
2287,2016-04-06
2288,2016-04-07
2289,2016-04-08
2290,2016-04-09
2291,2016-04-10
2292,2016-04-11
2293,2016-04-12
2294,2016-04-13
2295,2016-04-14
2296,2016-04-15
2297,2016-04-16
2298,2016-04-17
2299,2016-04-18
2300,2016-04-19
2301,2016-04-20
2302,2016-04-21
2303,2016-04-22
2304,2016-04-23
2305,2016-04-24
2306,2016-04-25
2307,2016-04-26
2308,2016-04-27
2309,2016-04-28
2310,2016-04-29
2311,2016-04-30
2312,2016-05-01
2313,2016-05-02
2314,2016-05-03
2315,2016-05-04
2316,2016-05-05
2317,2016-05-06
2318,2016-05-07
2319,2016-05-08
2320,2016-05-09
2321,2016-05-10
2322,2016-05-11
2323,2016-05-12
2324,2016-05-13
2325,2016-05-14
2326,2016-05-15
2327,2016-05-16
2328,2016-05-17
2329,2016-05-18
2330,2016-05-19
2331,2016-05-20
2332,2016-05-21
2333,2016-05-22
2334,2016-05-23
2335,2016-05-24
2336,2016-05-25
2337,2016-05-26
2338,2016-05-27
2339,2016-05-28
2340,2016-05-29
2341,2016-05-30
2342,2016-05-31
2343,2016-06-01
2344,2016-06-02
2345,2016-06-03
2346,2016-06-04
2347,2016-06-05
2348,2016-06-06
2349,2016-06-07
2350,2016-06-08
2351,2016-06-09
2352,2016-06-10
2353,2016-06-11
2354,2016-06-12
2355,2016-06-13
2356,2016-06-14
2357,2016-06-15
2358,2016-06-16
2359,2016-06-17
2360,2016-06-18
2361,2016-06-19
2362,2016-06-20
2363,2016-06-21
2364,2016-06-22
2365,2016-06-23
2366,2016-06-24
2367,2016-06-25
2368,2016-06-26
2369,2016-06-27
2370,2016-06-28
2371,2016-06-29
2372,2016-06-30
2373,2016-07-01
2374,2016-07-02
2375,2016-07-03
2376,2016-07-04
2377,2016-07-05
2378,2016-07-06
2379,2016-07-07
2380,2016-07-08
2381,2016-07-09
2382,2016-07-10
2383,2016-07-11
2384,2016-07-12
2385,2016-07-13
2386,2016-07-14
2387,2016-07-15
2388,2016-07-16
2389,2016-07-17
2390,2016-07-18
2391,2016-07-19
2392,2016-07-20
2393,2016-07-21
2394,2016-07-22
2395,2016-07-23
2396,2016-07-24
2397,2016-07-25
2398,2016-07-26
2399,2016-07-27
2400,2016-07-28
2401,2016-07-29
2402,2016-07-30
2403,2016-07-31
2404,2016-08-01
2405,2016-08-02
2406,2016-08-03
2407,2016-08-04
2408,2016-08-05
2409,2016-08-06
2410,2016-08-07
2411,2016-08-08
2412,2016-08-09
2413,2016-08-10
2414,2016-08-11
2415,2016-08-12
2416,2016-08-13
2417,2016-08-14
2418,2016-08-15
2419,2016-08-16
2420,2016-08-17
2421,2016-08-18
2422,2016-08-19
2423,2016-08-20
2424,2016-08-21
2425,2016-08-22
2426,2016-08-23
2427,2016-08-24
2428,2016-08-25
2429,2016-08-26
2430,2016-08-27
2431,2016-08-28
2432,2016-08-29
2433,2016-08-30
2434,2016-08-31
2435,2016-09-01
2436,2016-09-02
2437,2016-09-03
2438,2016-09-04
2439,2016-09-05
2440,2016-09-06
2441,2016-09-07
2442,2016-09-08
2443,2016-09-09
2444,2016-09-10
2445,2016-09-11
2446,2016-09-12
2447,2016-09-13
2448,2016-09-14
2449,2016-09-15
2450,2016-09-16
2451,2016-09-17
2452,2016-09-18
2453,2016-09-19
2454,2016-09-20
2455,2016-09-21
2456,2016-09-22
2457,2016-09-23
2458,2016-09-24
2459,2016-09-25
2460,2016-09-26
2461,2016-09-27
2462,2016-09-28
2463,2016-09-29
2464,2016-09-30
2465,2016-10-01
2466,2016-10-02
2467,2016-10-03
2468,2016-10-04
2469,2016-10-05
2470,2016-10-06
2471,2016-10-07
2472,2016-10-08
2473,2016-10-09
2474,2016-10-10
2475,2016-10-11
2476,2016-10-12
2477,2016-10-13
2478,2016-10-14
2479,2016-10-15
2480,2016-10-16
2481,2016-10-17
2482,2016-10-18
2483,2016-10-19
2484,2016-10-20
2485,2016-10-21
2486,2016-10-22
2487,2016-10-23
2488,2016-10-24
2489,2016-10-25
2490,2016-10-26
2491,2016-10-27
2492,2016-10-28
2493,2016-10-29
2494,2016-10-30
2495,2016-10-31
2496,2016-11-01
2497,2016-11-02
2498,2016-11-03
2499,2016-11-04
2500,2016-11-05
2501,2016-11-06
2502,2016-11-07
2503,2016-11-08
2504,2016-11-09
2505,2016-11-10
2506,2016-11-11
2507,2016-11-12
2508,2016-11-13
2509,2016-11-14
2510,2016-11-15
2511,2016-11-16
2512,2016-11-17
2513,2016-11-18
2514,2016-11-19
2515,2016-11-20
2516,2016-11-21
2517,2016-11-22
2518,2016-11-23
2519,2016-11-24
2520,2016-11-25
2521,2016-11-26
2522,2016-11-27
2523,2016-11-28
2524,2016-11-29
2525,2016-11-30
2526,2016-12-01
2527,2016-12-02
2528,2016-12-03
2529,2016-12-04
2530,2016-12-05
2531,2016-12-06
2532,2016-12-07
2533,2016-12-08
2534,2016-12-09
2535,2016-12-10
2536,2016-12-11
2537,2016-12-12
2538,2016-12-13
2539,2016-12-14
2540,2016-12-15
2541,2016-12-16
2542,2016-12-17
2543,2016-12-18
2544,2016-12-19
2545,2016-12-20
2546,2016-12-21
2547,2016-12-22
2548,2016-12-23
2549,2016-12-24
2550,2016-12-25
2551,2016-12-26
2552,2016-12-27
2553,2016-12-28
2554,2016-12-29
2555,2016-12-30
2556,2016-12-31
2557,2017-01-01
2558,2017-01-02
2559,2017-01-03
2560,2017-01-04
2561,2017-01-05
2562,2017-01-06
2563,2017-01-07
2564,2017-01-08
2565,2017-01-09
2566,2017-01-10
2567,2017-01-11
2568,2017-01-12
2569,2017-01-13
2570,2017-01-14
2571,2017-01-15
2572,2017-01-16
2573,2017-01-17
2574,2017-01-18
2575,2017-01-19
2576,2017-01-20
2577,2017-01-21
2578,2017-01-22
2579,2017-01-23
2580,2017-01-24
2581,2017-01-25
2582,2017-01-26
2583,2017-01-27
2584,2017-01-28
2585,2017-01-29
2586,2017-01-30
2587,2017-01-31
2588,2017-02-01
2589,2017-02-02
2590,2017-02-03
2591,2017-02-04
2592,2017-02-05
2593,2017-02-06
2594,2017-02-07
2595,2017-02-08
2596,2017-02-09
2597,2017-02-10
2598,2017-02-11
2599,2017-02-12
2600,2017-02-13
2601,2017-02-14
2602,2017-02-15
2603,2017-02-16
2604,2017-02-17
2605,2017-02-18
2606,2017-02-19
2607,2017-02-20
2608,2017-02-21
2609,2017-02-22
2610,2017-02-23
2611,2017-02-24
2612,2017-02-25
2613,2017-02-26
2614,2017-02-27
2615,2017-02-28
2616,2017-03-01
2617,2017-03-02
2618,2017-03-03
2619,2017-03-04
2620,2017-03-05
2621,2017-03-06
2622,2017-03-07
2623,2017-03-08
2624,2017-03-09
2625,2017-03-10
2626,2017-03-11
2627,2017-03-12
2628,2017-03-13
2629,2017-03-14
2630,2017-03-15
2631,2017-03-16
2632,2017-03-17
2633,2017-03-18
2634,2017-03-19
2635,2017-03-20
2636,2017-03-21
2637,2017-03-22
2638,2017-03-23
2639,2017-03-24
2640,2017-03-25
2641,2017-03-26
2642,2017-03-27
2643,2017-03-28
2644,2017-03-29
2645,2017-03-30
2646,2017-03-31
2647,2017-04-01
2648,2017-04-02
2649,2017-04-03
2650,2017-04-04
2651,2017-04-05
2652,2017-04-06
2653,2017-04-07
2654,2017-04-08
2655,2017-04-09
2656,2017-04-10
2657,2017-04-11
2658,2017-04-12
2659,2017-04-13
2660,2017-04-14
2661,2017-04-15
2662,2017-04-16
2663,2017-04-17
2664,2017-04-18
2665,2017-04-19
2666,2017-04-20
2667,2017-04-21
2668,2017-04-22
2669,2017-04-23
2670,2017-04-24
2671,2017-04-25
2672,2017-04-26
2673,2017-04-27
2674,2017-04-28
2675,2017-04-29
2676,2017-04-30
2677,2017-05-01
2678,2017-05-02
2679,2017-05-03
2680,2017-05-04
2681,2017-05-05
2682,2017-05-06
2683,2017-05-07
2684,2017-05-08
2685,2017-05-09
2686,2017-05-10
2687,2017-05-11
2688,2017-05-12
2689,2017-05-13
2690,2017-05-14
2691,2017-05-15
2692,2017-05-16
2693,2017-05-17
2694,2017-05-18
2695,2017-05-19
2696,2017-05-20
2697,2017-05-21
2698,2017-05-22
2699,2017-05-23
2700,2017-05-24
2701,2017-05-25
2702,2017-05-26
2703,2017-05-27
2704,2017-05-28
2705,2017-05-29
2706,2017-05-30
2707,2017-05-31
2708,2017-06-01
2709,2017-06-02
2710,2017-06-03
2711,2017-06-04
2712,2017-06-05
2713,2017-06-06
2714,2017-06-07
2715,2017-06-08
2716,2017-06-09
2717,2017-06-10
2718,2017-06-11
2719,2017-06-12
2720,2017-06-13
2721,2017-06-14
2722,2017-06-15
2723,2017-06-16
2724,2017-06-17
2725,2017-06-18
2726,2017-06-19
2727,2017-06-20
2728,2017-06-21
2729,2017-06-22
2730,2017-06-23
2731,2017-06-24
2732,2017-06-25
2733,2017-06-26
2734,2017-06-27
2735,2017-06-28
2736,2017-06-29
2737,2017-06-30
2738,2017-07-01
2739,2017-07-02
2740,2017-07-03
2741,2017-07-04
2742,2017-07-05
2743,2017-07-06
2744,2017-07-07
2745,2017-07-08
2746,2017-07-09
2747,2017-07-10
2748,2017-07-11
2749,2017-07-12
2750,2017-07-13
2751,2017-07-14
2752,2017-07-15
2753,2017-07-16
2754,2017-07-17
2755,2017-07-18
2756,2017-07-19
2757,2017-07-20
2758,2017-07-21
2759,2017-07-22
2760,2017-07-23
2761,2017-07-24
2762,2017-07-25
2763,2017-07-26
2764,2017-07-27
2765,2017-07-28
2766,2017-07-29
2767,2017-07-30
2768,2017-07-31
2769,2017-08-01
2770,2017-08-02
2771,2017-08-03
2772,2017-08-04
2773,2017-08-05
2774,2017-08-06
2775,2017-08-07
2776,2017-08-08
2777,2017-08-09
2778,2017-08-10
2779,2017-08-11
2780,2017-08-12
2781,2017-08-13
2782,2017-08-14
2783,2017-08-15
2784,2017-08-16
2785,2017-08-17
2786,2017-08-18
2787,2017-08-19
2788,2017-08-20
2789,2017-08-21
2790,2017-08-22
2791,2017-08-23
2792,2017-08-24
2793,2017-08-25
2794,2017-08-26
2795,2017-08-27
2796,2017-08-28
2797,2017-08-29
2798,2017-08-30
2799,2017-08-31
2800,2017-09-01
2801,2017-09-02
2802,2017-09-03
2803,2017-09-04
2804,2017-09-05
2805,2017-09-06
2806,2017-09-07
2807,2017-09-08
2808,2017-09-09
2809,2017-09-10
2810,2017-09-11
2811,2017-09-12
2812,2017-09-13
2813,2017-09-14
2814,2017-09-15
2815,2017-09-16
2816,2017-09-17
2817,2017-09-18
2818,2017-09-19
2819,2017-09-20
2820,2017-09-21
2821,2017-09-22
2822,2017-09-23
2823,2017-09-24
2824,2017-09-25
2825,2017-09-26
2826,2017-09-27
2827,2017-09-28
2828,2017-09-29
2829,2017-09-30
2830,2017-10-01
2831,2017-10-02
2832,2017-10-03
2833,2017-10-04
2834,2017-10-05
2835,2017-10-06
2836,2017-10-07
2837,2017-10-08
2838,2017-10-09
2839,2017-10-10
2840,2017-10-11
2841,2017-10-12
2842,2017-10-13
2843,2017-10-14
2844,2017-10-15
2845,2017-10-16
2846,2017-10-17
2847,2017-10-18
2848,2017-10-19
2849,2017-10-20
2850,2017-10-21
2851,2017-10-22
2852,2017-10-23
2853,2017-10-24
2854,2017-10-25
2855,2017-10-26
2856,2017-10-27
2857,2017-10-28
2858,2017-10-29
2859,2017-10-30
2860,2017-10-31
2861,2017-11-01
2862,2017-11-02
2863,2017-11-03
2864,2017-11-04
2865,2017-11-05
2866,2017-11-06
2867,2017-11-07
2868,2017-11-08
2869,2017-11-09
2870,2017-11-10
2871,2017-11-11
2872,2017-11-12
2873,2017-11-13
2874,2017-11-14
2875,2017-11-15
2876,2017-11-16
2877,2017-11-17
2878,2017-11-18
2879,2017-11-19
2880,2017-11-20
2881,2017-11-21
2882,2017-11-22
2883,2017-11-23
2884,2017-11-24
2885,2017-11-25
2886,2017-11-26
2887,2017-11-27
2888,2017-11-28
2889,2017-11-29
2890,2017-11-30
2891,2017-12-01
2892,2017-12-02
2893,2017-12-03
2894,2017-12-04
2895,2017-12-05
2896,2017-12-06
2897,2017-12-07
